var_name,summary,question,valid_labels,missing_labels
V161161,PRE: Pres Dem cand trait knowledgeable,"IF TRAIT IS NOT 1ST TRAIT FOR DEMOCRA TIC PRESIDENTIAL CANDIDA TE: (What about) ‘is knowledgeable’? Does this phrase describe Hillary Clinton [extremely well, very well, moderately well, slightly well, or not well at all/ not well at all, slightly well, moderately well, very well, or extremely well]? DO NOT PROBE DON’T KNOW F or W eb administration the parentheses indicating optional text were omitted. RANDOMIZA TION: Order of Pres cands. Order of traits exc. even- tempered (fixed last). F orward/reverse response option order","1. Extremely well
2. V ery well
3. Moderately well
4. Slightly well
5. Not well at all
","-8. Don’t know (FTF only)
-9. Refused
"
V161162,PRE: Pres Dem cand trait honest,"IF TRAIT IS NOT 1ST TRAIT FOR DEMOCRA TIC PRESIDENTIAL CANDIDA TE: (What about) ‘is honest’? Does this phrase describe Hillary Clinton [extremely well, very well, moderately well, slightly well, or not well at all/ not well at all, slightly well, moderately well, very well, or extremely well]? DO NOT PROBE DON’T KNOW F or W eb administration the parentheses indicating optional text were omitted. RANDOMIZA TION: Order of Pres cands. Order of traits exc. even- tempered (fixed last). F orward/reverse response option order","1. Extremely well
2. V ery well
3. Moderately well
4. Slightly well
5. Not well at all
","-8. Don’t know (FTF only)
-9. Refused
"
V161163,PRE: Pres Dem cand trait speaks mind,"IF TRAIT IS NOT 1ST TRAIT FOR DEMOCRA TIC PRESIDENTIAL CANDIDA TE: (What about) ‘speaks her mind’? Does this phrase describe Hillary Clinton [extremely well, very well, moderately well, slightly well, or not well at all/ not well at all, slightly well, moderately well, very well, or extremely well]? DO NOT PROBE DON’T KNOW F or W eb administration the parentheses indicating optional text were omitted. RANDOMIZA TION: Order of Pres cands. Order of traits exc. even- tempered (fixed last). F orward/reverse response option order","1. Extremely well
2. V ery well
3. Moderately well
4. Slightly well
5. Not well at all
","-8. Don’t know (FTF only)
-9. Refused
"
V161164,PRE: Pres Rep cand trait strong leadership,"IF TRAIT IS 1ST TRAIT FOR REPUBLICAN PRESIDENTIAL CAN- DIDA TE / IF TRAIT IS NOT 1ST TRAIT FOR REPUBLICAN PRES- IDENTIAL CANDIDA TE: [Think about Donald T rump. In your opinion, does the phrase ‘he provides strong leadership’ describe Donald T rump [ex- tremely well, very well, moderately well, slightly well, or not well at all/ not well at all, slightly well, moderately well, very well, or extremely well]? / (What about) ‘provides strong leadership’? Does this phrase describe Donald T rump [extremely well, very well, moderately well, slightly well, or not well at all/ not well at all, slightly well, moderately well, very well, or extremely well]?] DO NOT PROBE DON’T KNOW F or W eb administration the parentheses indicating optional text were omitted. RANDOMIZA TION: Order of Pres cands. Order of traits exc. even- tempered (fixed last). F orward/reverse response option order","1. Extremely well
2. V ery well
3. Moderately well
4. Slightly well
5. Not well at all
","-8. Don’t know (FTF only)
-9. Refused
"
V161165,PRE: Pres Rep cand trait really cares,"IF TRAIT IS NOT 1ST TRAIT FOR REPUBLICAN PRESIDENTIAL CANDIDA TE: (What about) ‘really cares about people like you’? Does this phrase describe Donald T rump [extremely well, very well, moderately well, slightly well, or not well at all/ not well at all, slightly well, moderately well, very well, or extremely well]? DO NOT PROBE DON’T KNOW F or W eb administration the parentheses indicating optional text were omitted. RANDOMIZA TION: Order of Pres cands. Order of traits exc. even- tempered (fixed last). F orward/reverse response option order","1. Extremely well
2. V ery well
3. Moderately well
4. Slightly well
5. Not well at all
","-8. Don’t know (FTF only)
-9. Refused
"
V161166,PRE: Pres Rep cand trait knowledgeable,"IF TRAIT IS NOT 1ST TRAIT FOR REPUBLICAN PRESIDENTIAL CANDIDA TE: (What about) ‘is knowledgeable’? Does this phrase describe Donald T rump [extremely well, very well, moderately well, slightly well, or not well at all/ not well at all, slightly well, moderately well, very well, or extremely well]? DO NOT PROBE DON’T KNOW F or W eb administration the parentheses indicating optional text were omitted. RANDOMIZA TION: Order of Pres cands. Order of traits exc. even- tempered (fixed last). F orward/reverse response option order","1. Extremely well
2. V ery well
3. Moderately well
4. Slightly well
5. Not well at all
","-8. Don’t know (FTF only)
-9. Refused
"
V161167,PRE: Pres Rep cand trait honest,"IF TRAIT IS NOT 1ST TRAIT FOR REPUBLICAN PRESIDENTIAL CANDIDA TE: (What about) ‘is honest’? Does this phrase describe Donald T rump [extremely well, very well, moderately well, slightly well, or not well at all/ not well at all, slightly well, moderately well, very well, or extremely well]? DO NOT PROBE DON’T KNOW F or W eb administration the parentheses indicating optional text were omitted. RANDOMIZA TION: Order of Pres cands. Order of traits exc. even- tempered (fixed last). F orward/reverse response option order","1. Extremely well
2. V ery well
3. Moderately well
4. Slightly well
5. Not well at all
","-8. Don’t know (FTF only)
-9. Refused
"
V161168,PRE: Pres Rep cand trait speaks mind,"IF TRAIT IS NOT 1ST TRAIT FOR REPUBLICAN PRESIDENTIAL CANDIDA TE: (What about) ‘speaks his mind’? Does this phrase describe Donald T rump [extremely well, very well, moderately well, slightly well, or not well at all/ not well at all, slightly well, moderately well, very well, or extremely well]? DO NOT PROBE DON’T KNOW F or W eb administration the parentheses indicating optional text were omitted. RANDOMIZA TION: Order of Pres cands. Order of traits exc. even- tempered (fixed last). F orward/reverse response option order","1. Extremely well
2. V ery well
3. Moderately well
4. Slightly well
5. Not well at all
","-8. Don’t know (FTF only)
-9. Refused
"
V161169,PRE: Pres Dem cand even-tempered,"IF TRAIT IS NOT 1ST TRAIT FOR DEMOCRA TIC PRESIDENTIAL CANDIDA TE: (What about) ‘even-tempered’? Does this phrase describe Hillary Clinton [extremely well, very well, moderately well, slightly well, or not well at all/ not well at all, slightly well, moderately well, very well, or extremely well]? DO NOT PROBE DON’T KNOW F or W eb administration the parentheses indicating optional text were omitted. F orward/reverse response option order","1. Extremely well
2. V ery well
3. Moderately well
4. Slightly well
5. Not well at all
","-8. Don’t know (FTF only)
-9. Refused
"
V161170,PRE: Pres Rep cand even-tempered,"IF TRAIT IS NOT 1ST TRAIT FOR REPUBLICAN PRESIDENTIAL CANDIDA TE: (What about) ‘even-tempered’? Does this phrase describe Donald T rump [extremely well, very well, moderately well, slightly well, or not well at all/ not well at all, slightly well, moderately well, very well, or extremely well]? DO NOT PROBE DON’T KNOW F or W eb administration the parentheses indicating optional text were omitted. F orward/reverse response option order","1. Extremely well
2. V ery well
3. Moderately well
4. Slightly well
5. Not well at all
","-8. Don’t know (FTF only)
-9. Refused
"
V161171,PRE: Prefer government official who compromises,"W ould you prefer a government official who compromises to get things done, or who sticks to his or her principles no matter what?","1. Compromises to get things
2. Sticks to his or her
","-8. Don’t know (FTF only)
-9. Refused
"
V161172,PRE: How should party nominees be chosen,"Looking at page [PRELOAD: page] of the booklet. When political parties choose their candidate for President, should the choice be made entirely by voters, mostly by voters with some say from party leaders, equally by voters and party leaders, mostly by party leaders with some say from voters, or entirely by party leaders? Y ou can just give me the number of your choice. Reference to the respondent booklet and the sentence ‘Y ou can just give me the number of your choice’ were omitted for W eb administration.","1. Entirely by voters
2. Mostly by voters with
3. Equally by voters and
4. Mostly by party leaders
5. Entirely by party leaders
","-8. Don’t know (FTF only)
-9. Refused
"
V161173,PRE: Rep and Dem adequate parties,"In your view, do Republican and Democratic parties do an adequate job of representing the American people, or do they do such a poor job that a third major party is needed?","1. Adequate job
2. Such a poor job that a
","-8. Don’t know (FTF only)
-9. Refused
"
V161174,PRE: Serious third party or independent Pres cand choice,"In thinking about the presidential election, how much would you like to have a serious independent or third party candidate as an alternative option to the Democratic and Republican Party nominees? [A great deal, a lot, a moderate amount, a little, or not at all / Not at all, a little, a moderate amount, a lot, or a great deal]? F orward/reverse response option order","1. A great deal
2. A lot
3. A moderate amount
4. A little
5. Not at all
","-8. Don’t know (FTF only)
-9. Refused
"
V161175,PRE: Supreme Court nominee - legal qualifications,"When selecting someone for the Supreme Court, how much should the nom- inee’s legal qualifications be considered? [A great deal, a lot, a moderate amount, a little, or not at all / Not at all, a little, a moderate amount, a lot, or a great deal]?","1. A great deal
2. A lot
3. A moderate amount
4. A little
5. Not at all
","-8. Don’t know (FTF only)
-9. Refused
"
V161176,PRE: Supreme Court nominee - likely to vote on controversial issues,"When selecting someone for the Supreme Court, how much should the way the nominee is likely to vote on controversial issues be considered? [A great deal, a lot, a moderate amount, a little, or not at all / Not at all, a little, a moderate amount, a lot, or a great deal]?","1. A great deal
2. A lot
3. A moderate amount
4. A little
5. Not at all
","-8. Don’t know (FTF only)
-9. Refused
"
V161177,PRE: Senate vote on Supreme Court nominee by outgoing President,"The President has nominated Merrick Garland to the Supreme Court. What do you think the Senate should do? Should the Senate hold a vote on whether to confirm Merrick Garland, or should the Senate wait until next year for the new President to nominate someone?","1. Hold a vote on whether to
2. W ait until next year for
","-8. Don’t know (FTF only)
-9. Refused
"
V161178,PRE: 7pt scale spending and Services self-placement,"Where would you place yourself on this scale, or haven’t you thought much about this? F or W eb administration, DO NOT PROBE was omitted for the option ‘Haven’t thought much about this’ .","1. Govt should provide many
7. Govt should provide many
99. Haven’t thought much
","-8. Don’t know (FTF only)
-9. Refused
"
V161179,PRE: 7pt scale spending and Services Dem Presidential cand,"(Still looking at page [PRELOAD: page] of the booklet) Where would you place Hillary Clinton on this issue? DO NOT PROBE DK F or W eb administration, the optional reference to the respondent booklet was omitted. RANDOMIZA TION: Order of Pres cands","1. Govt should provide many
7. Govt should provide many
","-8. Don’t know (FTF only)
-9. Refused
"
V161180,PRE: 7pt scale spending and Services Rep Presidential cand,"(Still looking at page [PRELOAD: page] of the booklet) Where would you place Donald T rump on this issue? DO NOT PROBE DK F or W eb administration, the optional reference to the respondent booklet was omitted. RANDOMIZA TION: Order of Pres cands","1. Govt should provide many
7. Govt should provide many
","-8. Don’t know (FTF only)
-9. Refused
"
V161181,PRE: 7pt scale defense spending self-placement,"Where would you place yourself on this scale, or haven’t you thought much about this? F or W eb administration, DO NOT PROBE was omitted for the option ‘Haven’t thought much about this’ .","1. Govt should decrease
7. Govt should increase
99. Haven’t thought much
","-8. Don’t know (FTF only)
-9. Refused
"
V161182,PRE: 7pt scale defense spending Dem Pres cand,"(Still looking at page [PRELOAD: page]) Where would you place Hillary Clinton on this issue? DO NOT PROBE DK F or W eb administration, the optional reference to the respondent booklet was omitted. RANDOMIZA TION: Order of Pres cands","1. Govt should decrease
7. Govt should increase
","-8. Don’t know (FTF only)
-9. Refused
"
V161183,PRE: 7pt scale defense spending Rep Pres cand,"(Still looking at page [PRELOAD: page]) Where would you place Donald T rump on this issue? DO NOT PROBE DK F or W eb administration, the optional reference to the respondent booklet was omitted. RANDOMIZA TION: Order of Pres cands","1. Govt should decrease
7. Govt should increase
","-8. Don’t know (FTF only)
-9. Refused
"
